Ticket_ID,Parent_Ticket,Linked_Ticket,Timestamp,Region,Sub_Region,Device_Model,Platform,Vendor_Version,App_Version,Middleware_Version,Raw_Firmware_String,Raw_Log_Entry,Error_Code,Failure_Category,Boot_Time_ms,CPU_Temp_C,Log_Size_MB,Ticket_Status,Resolution_Days,Resolved_By
RDKEVD-8107,,,2026-02-24T10:37:27.000Z,UK,Birmingham,Hisense-V2,Amlogic,2.13.0,4.48.1,8.5.2.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251021000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-21 00:00:00""","WPEFramework [7981]: [8156] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":102,""success"":true}
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x1c7681b]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [7981]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <102> (Key_Home), status = <DOWN>
controlMgr [7981]: ctrlm_main_thread: Enter power state <ON>",WAKE_102,IR Wake — Spurious,28396,63,0.48,Analysis,,Device Engineering
RDKEVD-9787,,,2026-02-24T11:27:26.000Z,UK,Birmingham,Hisense-A6GP,Amlogic,2.11.0,4.48.1,8.5.2.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251210000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-10 00:00:00""","kernel: EXT4-fs error: No space left on /opt device
logrotate: Failed to rotate bluez.log: /opt partition full (100%)
kernel: Kernel panic - not syncing: Out of memory and no killable processes",LOGPART_ROT_FAIL,Log Partition Full,33822,52,1.85,Resolved,,Device Engineering
RDKEVD-7209,,,2026-02-24T11:51:41.000Z,UK,Birmingham,Apache-4K,Amlogic,2.12.0,4.49.0,8.6.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251101000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-01 00:00:00""","kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0xf0e2737]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 106, Value: 1
controlMgr [7277]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7277]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""",IRKEY_106,IR Key — Wrong Mapping,26384,59,0.38,Testing,,Device Engineering
RDKEVD-9817,,,2026-02-24T12:18:09.000Z,UK,Bristol,HISENSE_V2,Amlogic,2.15.0,4.50.0,8.4.1.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251112000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.15.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-12 00:00:00""","kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0x617784f]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 115, Value: 1
controlMgr [6828]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <115> (Key_VolUp), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6828]: MainView.log: keyEvent keycode: Key_VolUp ""0x01000072 (Key_VolUp)""",IRKEY_115,IR Key — Wrong Mapping,39787,61,1.12,In Progress,,Device Engineering
RDKEVD-9621,RDKTV-32006,RDKTV-32009,2026-02-24T13:12:39.000Z,UK,London,Pioneer-V22K,Amlogic,2.11.0,4.45.0,8.5.2.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251022000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-22 00:00:00""","NPEFramework [8298]: [7449] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
NPEFramework [8298]: [7449] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xc926df]
kernel: meson-remote ff308040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [8298]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8298]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [8298]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",ERR_UNKNOWN,IR Wake — Unconfigured Key,27381,42,0.85,Merged to Develop,,Bootloader Team
RDKEVD-7858,RDKTV-99931,RDKTV-31282,2026-02-24T15:07:19.000Z,UK,Bristol,Hisense-V2,Amlogic,2.13.0,4.49.0,8.5.2.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20250916000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-16 00:00:00""","kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0xdb69179]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 115, Value: 1
controlMgr [7733]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <115> (Key_VolUp), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7733]: MainView.log: keyEvent keycode: Key_VolUp ""0x01000072 (Key_VolUp)""",IRKEY_115,IR Key — Wrong Mapping,,45,0.54,Closed,6,Platform Team
RDKEVD-7086,,,2026-02-24T16:55:38.000Z,UK,Bristol,Hisense-A6GP,Amlogic,2.10.0,4.48.1,8.5.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251215000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-15 00:00:00""",controlMgr [6951]: ctrlm_main_thread: intermittent event — no reproducible pattern,NR_NOEV,No Repro / Other,38559,62,0.62,Closed,1,Device Engineering
RDKEVD-9825,,RDKTV-32109,2026-02-24T17:19:37.000Z,UK,Bristol,Sharp-MTK,MediaTek,3.01.0,4.48.1,8.6.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251026000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.01.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-26 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 2305 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_SOFTLOCK,Kernel Panic — OOM,31472,82,1.82,Resolved,8,Platform Team
RDKEVD-5767,,,2026-02-24T18:18:57.000Z,UK,London,Sharp-MTK,MediaTek,3.02.0,4.49.0,8.4.1.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20250904000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-04 00:00:00""","kernel: EXT4-fs error: No space left on /opt device
logrotate: Failed to rotate bluez.log: /opt partition full (100%)
kernel: Kernel panic - not syncing: Out of memory and no killable processes",LOGPART_FULL,Log Partition Full,18926,42,1.91,Code Review,,Device Engineering
RDKEVD-6750,RDKTV-30834,,2026-02-24T20:28:25.000Z,UK,Edinburgh,Sharp-MTK,MediaTek,3.02.0,4.49.0,8.5.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251218000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-18 00:00:00""","WPEFramework [8320]: [7535] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
controlMgr [8320]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8320]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [8320]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",NULL,IR Wake — Unconfigured Key,23916,71,0.95,Analysis,,Bootloader Team
RDKEVD-5305,,,2026-02-24T20:33:40.000Z,UK,Edinburgh,Pioneer-UHD,Amlogic,2.12.0,4.46.1,8.5.2.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251213000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-13 00:00:00""","kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x907f93a]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 103, Value: 1
controlMgr [8865]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <103> (Key_Up), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8865]: MainView.log: keyEvent keycode: Key_Up ""0x01000013 (Key_Up)""",IRKEY_103,IR Key — Wrong Mapping,23440,41,0.64,Resolved,6,Device Engineering
RDKEVD-5963,,,2026-02-24T21:55:24.000Z,UK,Edinburgh,SharpMTK,MediaTek,3.02.0,4.50.0,8.5.2.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251005000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-05 00:00:00""","kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x10e1f8b]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 105, Value: 1
controlMgr [7602]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <105> (Key_Left), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7602]: MainView.log: keyEvent keycode: Key_Left ""0x01000012 (Key_Left)""",IRKEY_105,IR Key — Wrong Mapping,30314,54,0.62,Merged to Develop,,Device Engineering
RDKEVD-8023,,,2026-02-24T22:53:36.000Z,UK,London,Pioneer-UHD,Amlogic,2.11.0,4.46.1,8.4.1.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20250907000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-07 00:00:00""","controlMgr [6004]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <28> (Key_OK), status = <DOWN>
WPEFramework [6004]: [8031] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 28
com.sky.as.apps_com.bskyb.epgui [6004]: MainView.log: keyEvent keycode: Key_OK ""0x01000005 (Key_OK)""
com.sky.as.apps_com.bskyb.epgui [6004]: StandbyScene.log: ""Standby handlePowerkeys: 01000005 key Down : 1""",IRKEY_28,IR Key — Wrong Mapping,43846,44,0.54,Testing,,Device Engineering
RDKEVD-6839,RDKTV-30874,,2026-02-24T23:29:07.000Z,UK,London,Apache-2K,Amlogic,2.11.0,4.46.1,8.4.1.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251006000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-06 00:00:00""","MPEFramework [6166]: [7650] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
MPEFramework [6166]: [7650] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0xfdc3d1b]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [6166]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6166]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [6166]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,40617,52,0.33,Merged to Develop,,Device Engineering
RDKEVD-5670,RDKTV-30379,,2026-02-24T23:42:11.000Z,UK,Edinburgh,apch-4k,Amlogic,2.14.0,4.48.1,8.4.1.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20250908000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-08 00:00:00""","kernel: EXT4-fs error: No space left on /opt device
logrotate: Failed to rotate bluez.log: /opt partition full (100%)
kernel: Kernel panic - not syncing: Out of memory and no killable processes",LOGPART_ROT_FAIL,Log Partition Full,22708,42,2.14,Code Review,,Device Engineering
RDKEVD-5450,RDKTV-30277,,2026-02-25T00:15:56.000Z,UK,London,Sharp-A60,Amlogic,2.14.0,4.48.1,8.5.0.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20250909000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-09 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 2134 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_VFS,Kernel Panic — OOM,36582,999,1.2,Analysis,,BSP Team
RDKEVD-8071,RDKTV-31180,,2026-02-25T02:43:46.000Z,UK,Birmingham,Sharp-MTK,MediaTek,3.03.0,4.49.0,8.4.1.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251026000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.03.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-26 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 3233 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_OOM,Kernel Panic — OOM,26955,999,1.69,Analysis,,Device Engineering
RDKEVD-8621,,,2026-02-25T03:43:33.000Z,UK,Edinburgh,PIONEER_V22K,Amlogic,2.11.0,4.45.0,8.5.2.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251022000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-22 00:00:00""","WPEFramework [5802]: Plugin DisneyPlus failed to initialise: error=0x04
WPEFramework [5802]: SIGABRT received in wpeframework pid=5802
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!",WPEF_SIGABRT,WPEFramework Crash,35348,91,0.21,In Progress,,Device Engineering
RDKEVD-8973,,,2026-02-25T05:04:49.000Z,UK,Birmingham,HisenseA6GP,Amlogic,2.12.0,4.46.1,8.6.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251130000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-30 00:00:00""","WPEFramework [7420]: [8901] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
WPEFramework [7420]: [8901] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 410, status: Success
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x4fba95c]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff888840.rc: ir_do_keydown: scan code [410]
controlMgr [7420]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <410> (Key_YouTube), status = <DOWN>",WAKE_410,IR Wake — Spurious,41019,65,0.84,Merged to Develop,,Device Engineering
RDKEVD-9131,,,2026-02-25T07:59:54.000Z,UK,Bristol, Apache-2K,Amlogic,2.09.0,4.45.0,8.6.0.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251004000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.09.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-04 00:00:00""","controlMgr [7532]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <28> (Key_OK), status = <DOWN>
WPEFramework [7532]: [7194] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 28
com.sky.as.apps_com.bskyb.epgui [7532]: MainView.log: keyEvent keycode: Key_OK ""0x01000005 (Key_OK)""
com.sky.as.apps_com.bskyb.epgui [7532]: StandbyScene.log: ""Standby handlePowerkeys: 01000005 key Down : 1""",IRKEY_28,IR Key — Wrong Mapping,31293,58,0.51,Testing,,Device Engineering
RDKEVD-8851,,RDKTV-31712,Feb 25 2026 08:44:20,UK,London,SHARP_MTK,MediaTek,3.02.0,4.48.1,8.5.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251107000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-07 00:00:00""","kernel: EXT4-fs error (device mmcblk0p10): ext4_find_entry:1455: inode #2: comm logrotate: reading directory lblock 0
kernel: EXT4-fs error: No space left on /opt device — write failed
kernel: Kernel panic - not syncing: VFS: Unable to mount root fs",RBT_KP_SOFTLOCK,Kernel Panic — OOM,25842,95,1.81,Resolved,13,Platform Team
RDKEVD-8158,RDKTV-31421,,2026-02-25T11:10:31.000Z,UK,Birmingham,Apache2K,Amlogic,2.11.0,4.45.0,8.5.2.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251108000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-08 00:00:00""","kernel: watchdog: BUG: soft lockup - CPU#0 stuck for 23s! [wpeframework:2166]
kernel: Kernel panic - not syncing: softlockup: hung tasks",RBT_KP_SOFTLOCK,Kernel Panic — OOM,24921,88,1.79,New,,BSP Team
RDKEVD-6700,RDKTV-30815,,25/02/2026 11:30,UK,Birmingham,element_teone,Amlogic,2.13.0,4.48.1,8.5.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251108000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-08 00:00:00""","MPEFramework [7753]: [6905] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
MPEFramework [7753]: [6905] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 59, status: Success
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0xab3fa26]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff888040.rc: ir_do_keydown: scan code [59]
controlMgr [7753]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <59> (Key_Power), status = <DOWN>",WAKE_59,IR Wake — Spurious,42714,41,0.79,New,,Device Engineering
RDKEVD-6915,RDKTV-30917,,2026-02-25T11:38:52.000Z,UK,London,Pioneer-UHD,Amlogic,2.11.0,4.46.1,8.5.2.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251030000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-30 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 2715 (wpeframework) total-vm=131072kB, anon-rss=98304kB",N/A,Kernel Panic — OOM,25974,90,1.3,Testing,,BSP Team
RDKEVD-9003,,,2026-02-25T12:05:15.000Z,UK,London,his-a6gp,Amlogic,2.11.0,4.48.1,8.5.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251026000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-26 00:00:00""","NPEFramework [8450]: SIGABRT received in wpeframework pid=8450 — core dumped to /opt/logs/core_wpeframework
NPEFramework [8450]: Plugin DisneyPlus state=ERROR reason=CRASH exitcode=-11
NPEFramework [8450]: WPEFramework watchdog timeout after 30s — initiating restart",WPEF_PLUGIN_CRASH,WPEFramework Crash,43842,82,0.48,In Progress,,Platform Team
RDKEVD-9414,RDKTV-31943,,2026-02-25T12:14:58.000Z,UK, London,  Apache-4K,Amlogic,2.12.0,4.47.0,8.5.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20250927000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-27 00:00:00""","WPEFramework [6519]: [7610] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [6519]: [7610] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xa944fd9]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [6519]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6519]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [6519]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,37684,55,1.03,Code Review,,Device Engineering
RDKEVD-9887,RDKTV-32140,,2026-02-25T12:39:25.000Z,UK,Edinburgh,Element-Teone,Amlogic,2.11.0,4.46.1,8.4.1.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20250928000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-28 00:00:00""","NPEFramework [6493]: [6666] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
NPEFramework [6493]: [6666] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 409, status: Success
kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0x6941610]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff888040.rc: ir_do_keydown: scan code [409]
controlMgr [6493]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <409> (Key_DisneyPlus), status = <DOWN>",WAKE_409,IR Wake — Spurious,39466,999,0.82,In Progress,,Device Engineering
RDKEVD-8700,,,2026-02-25T13:44:42.000Z,UK,Bristol,Element-Teone,Amlogic,2.13.0,4.48.1,8.6.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251017000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-17 00:00:00""",MPEFramework [6920]: Transient error cleared on retry — no further action required,NR_NOEV,No Repro / Other,,47,1.18,Resolved,2,Device Engineering
